Group,ResponseId,option_cond,num_True,num_False,num_yes_True,prop_yes_True,prop_yes_False,w_True,w_False,ano_true_false_unsure,num_yes_False
Share,R_25TjZ7d3PlmfPdo,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_25TjZ7d3PlmfPdo,Opt_out,3.0,0.0,3.0,1.0,0.0,0.00974025974025974,,true,
Share,R_268A2I64Tu6k8Ru,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_268A2I64Tu6k8Ru,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_278dDkowd39pclE,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_278dDkowd39pclE,Opt_out,3.0,0.0,3.0,1.0,0.0,0.00974025974025974,,true,
Share,R_27erEug7UsfQfxg,Opt_in,2.0,0.0,0.0,0.0,0.0,0.004158004158004158,,true,
Share,R_27erEug7UsfQfxg,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_28YiBs1t6LL4NBy,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_28YiBs1t6LL4NBy,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_29ubTskiB3ZsYr6,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006237006237006237,,true,
Share,R_29ubTskiB3ZsYr6,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2AFJQoX8KtbkMwG,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2AFJQoX8KtbkMwG,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2AHcnRPaasp4x4q,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2AHcnRPaasp4x4q,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2ALJh8r8nLTTHl7,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_2ALJh8r8nLTTHl7,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_2AM5ACY4viaLEX0,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2AM5ACY4viaLEX0,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2ATGUadHoxeotK6,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2ATGUadHoxeotK6,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2AXsH7bQVDBO5yy,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006237006237006237,,true,
Share,R_2AXsH7bQVDBO5yy,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2AZjHqAjKNgaH6Z,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2AZjHqAjKNgaH6Z,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2BmR1yiQmXwnEwt,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006237006237006237,,true,
Share,R_2BmR1yiQmXwnEwt,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2BrlRNRrjv9V7Jm,Opt_in,1.0,0.0,1.0,1.0,0.0,0.002079002079002079,,true,
Share,R_2BrlRNRrjv9V7Jm,Opt_out,2.0,0.0,2.0,1.0,0.0,0.006493506493506494,,true,
Share,R_2Bu1CYffu01I1dz,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2Bu1CYffu01I1dz,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2CVtlpNQCd4TsgJ,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004158004158004158,,true,
Share,R_2CVtlpNQCd4TsgJ,Opt_out,1.0,0.0,1.0,1.0,0.0,0.003246753246753247,,true,
Share,R_2CvPJuRbfQ939Jv,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_2CvPJuRbfQ939Jv,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_2DS1Qcnfxc5NrkB,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2DS1Qcnfxc5NrkB,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2EiQl72DOvXD6Ts,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_2EiQl72DOvXD6Ts,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_2EiW19zFxGD2sva,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006237006237006237,,true,
Share,R_2EiW19zFxGD2sva,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2EtQqDtClY3baKp,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2EtQqDtClY3baKp,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2ExT1LBPFDggLvC,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004158004158004158,,true,
Share,R_2ExT1LBPFDggLvC,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_2EyiVjFazjQIm8a,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_2EyiVjFazjQIm8a,Opt_out,2.0,0.0,1.0,0.5,0.0,0.006493506493506494,,true,
Share,R_2OVydofVhyy5MkU,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2OVydofVhyy5MkU,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2P6DXhmXhW0mjZA,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2P6DXhmXhW0mjZA,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2P6VjONlR5SZXg5,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2P6VjONlR5SZXg5,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2P83I56OzxqG0O2,Opt_in,3.0,0.0,1.0,0.3333333333333333,0.0,0.006237006237006237,,true,
Share,R_2P83I56OzxqG0O2,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2PBU60LyWrMkIKB,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2PBU60LyWrMkIKB,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2Pkf3QnI8IldLaY,Opt_in,2.0,0.0,0.0,0.0,0.0,0.004158004158004158,,true,
Share,R_2Pkf3QnI8IldLaY,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_2QY5RIaivxC9zhn,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2QY5RIaivxC9zhn,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2QomWi8NwxTuR3k,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2QomWi8NwxTuR3k,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2QuQ1Qcbapp485u,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2QuQ1Qcbapp485u,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2RR399UCnsMHsSu,Opt_in,2.0,0.0,1.0,0.5,0.0,0.004158004158004158,,true,
Share,R_2RR399UCnsMHsSu,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_2SucYCAtJnsyHk2,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2SucYCAtJnsyHk2,Opt_out,3.0,0.0,1.0,0.3333333333333333,0.0,0.00974025974025974,,true,
Share,R_2TNm4Bxz6LBBve7,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2TNm4Bxz6LBBve7,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2TOiyXmf3ECTmqD,Opt_in,3.0,0.0,1.0,0.3333333333333333,0.0,0.006237006237006237,,true,
Share,R_2TOiyXmf3ECTmqD,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2U3JNBQt3kWFNUT,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2U3JNBQt3kWFNUT,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2UctEMW1AWw9u8y,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006237006237006237,,true,
Share,R_2UctEMW1AWw9u8y,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2V9g3jhhT5cJWus,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006237006237006237,,true,
Share,R_2V9g3jhhT5cJWus,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2VCk0Gu0p4RrWt1,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006237006237006237,,true,
Share,R_2VCk0Gu0p4RrWt1,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2VEWbFj2q3n17Lg,Opt_in,2.0,0.0,1.0,0.5,0.0,0.004158004158004158,,true,
Share,R_2VEWbFj2q3n17Lg,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_2VdLropFJxsZ8b6,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2VdLropFJxsZ8b6,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2VscqWnAlz6QpnS,Opt_in,2.0,0.0,1.0,0.5,0.0,0.004158004158004158,,true,
Share,R_2VscqWnAlz6QpnS,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_2WvV4z50pffjLDn,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2WvV4z50pffjLDn,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2YRnsKN8EXIAEGi,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2YRnsKN8EXIAEGi,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2YzaupPMbO1yTXd,Opt_in,2.0,0.0,0.0,0.0,0.0,0.004158004158004158,,true,
Share,R_2YzaupPMbO1yTXd,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_2aLlr9aQcI7wS6Z,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2aLlr9aQcI7wS6Z,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2aPH0g03bl2z3af,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2aPH0g03bl2z3af,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2aQ6cQUJYBqPkL9,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_2aQ6cQUJYBqPkL9,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_2aU1p27PHU9hyjn,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006237006237006237,,true,
Share,R_2aU1p27PHU9hyjn,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2b2lLVWfCcZlLj8,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004158004158004158,,true,
Share,R_2b2lLVWfCcZlLj8,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_2ciRsJQNfxQmDdw,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2ciRsJQNfxQmDdw,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2dS9u2KCrv02VWJ,Opt_in,2.0,0.0,1.0,0.5,0.0,0.004158004158004158,,true,
Share,R_2dS9u2KCrv02VWJ,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_2dfN656m4d1kQTZ,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2dfN656m4d1kQTZ,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2ebxpex1pa3MzVg,Opt_in,2.0,0.0,0.0,0.0,0.0,0.004158004158004158,,true,
Share,R_2ebxpex1pa3MzVg,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_2fiCTBU3dABC6Tz,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2fiCTBU3dABC6Tz,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2fyWR80kU4dYY0x,Opt_in,3.0,0.0,1.0,0.3333333333333333,0.0,0.006237006237006237,,true,
Share,R_2fyWR80kU4dYY0x,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2pMneDXRY6DhR0L,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006237006237006237,,true,
Share,R_2pMneDXRY6DhR0L,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2q9ilyspotrf7Ay,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2q9ilyspotrf7Ay,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2rGhmXp9xtN4xpp,Opt_in,2.0,0.0,1.0,0.5,0.0,0.004158004158004158,,true,
Share,R_2rGhmXp9xtN4xpp,Opt_out,1.0,0.0,1.0,1.0,0.0,0.003246753246753247,,true,
Share,R_2riSh5xHMUI38Rp,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006237006237006237,,true,
Share,R_2riSh5xHMUI38Rp,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2ru9EmczqBycEk2,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_2ru9EmczqBycEk2,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_2rvyE03cbSUNQEa,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_2rvyE03cbSUNQEa,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_2s1MglDnM4Zxdkx,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_2s1MglDnM4Zxdkx,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_2sTlOU7AxDGC3Wd,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2sTlOU7AxDGC3Wd,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2teV1drd2Qsw1kI,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004158004158004158,,true,
Share,R_2teV1drd2Qsw1kI,Opt_out,1.0,0.0,1.0,1.0,0.0,0.003246753246753247,,true,
Share,R_2tg6hhjpzrl0au7,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006237006237006237,,true,
Share,R_2tg6hhjpzrl0au7,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2tkXPPUoRG6dPWS,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2tkXPPUoRG6dPWS,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2tsuJqYnu7o79lG,Opt_in,2.0,0.0,0.0,0.0,0.0,0.004158004158004158,,true,
Share,R_2tsuJqYnu7o79lG,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_2v8pXc8PWneJp2H,Opt_in,1.0,0.0,1.0,1.0,0.0,0.002079002079002079,,true,
Share,R_2v8pXc8PWneJp2H,Opt_out,2.0,0.0,2.0,1.0,0.0,0.006493506493506494,,true,
Share,R_2wFB4zecdhaWCHR,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_2wFB4zecdhaWCHR,Opt_out,2.0,0.0,1.0,0.5,0.0,0.006493506493506494,,true,
Share,R_2zAX2l2nhM3l90T,Opt_in,3.0,0.0,1.0,0.3333333333333333,0.0,0.006237006237006237,,true,
Share,R_2zAX2l2nhM3l90T,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2zYe4zABLlBGNDf,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_2zYe4zABLlBGNDf,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_2zZ3M37yOklgtL5,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_2zZ3M37yOklgtL5,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_30o7e5QpVPes6W6,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_30o7e5QpVPes6W6,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_31Hhil5he1W4p5R,Opt_in,3.0,0.0,1.0,0.3333333333333333,0.0,0.006237006237006237,,true,
Share,R_31Hhil5he1W4p5R,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_31dBFWceuGWaN6B,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006237006237006237,,true,
Share,R_31dBFWceuGWaN6B,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_31u95LQ3FqxctJN,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_31u95LQ3FqxctJN,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_33EfsawBNrTM5WX,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_33EfsawBNrTM5WX,Opt_out,3.0,0.0,2.0,0.6666666666666666,0.0,0.00974025974025974,,true,
Share,R_33xL6yCDVguFJSU,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_33xL6yCDVguFJSU,Opt_out,3.0,0.0,3.0,1.0,0.0,0.00974025974025974,,true,
Share,R_3CIV8CFAdXa9dbG,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3CIV8CFAdXa9dbG,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_3Dp8u3x2RN0jTXu,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_3Dp8u3x2RN0jTXu,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3EfEDqbfkfq6FUR,Opt_in,2.0,0.0,1.0,0.5,0.0,0.004158004158004158,,true,
Share,R_3EfEDqbfkfq6FUR,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_3EzJaIlhuMIq63z,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006237006237006237,,true,
Share,R_3EzJaIlhuMIq63z,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3GeQMSdZSWKy25e,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004158004158004158,,true,
Share,R_3GeQMSdZSWKy25e,Opt_out,1.0,0.0,1.0,1.0,0.0,0.003246753246753247,,true,
Share,R_3GuZrqwOBhYFNHD,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_3GuZrqwOBhYFNHD,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3HBybdlLfqAbUgQ,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_3HBybdlLfqAbUgQ,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3HSLqbVcJdpOwbP,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006237006237006237,,true,
Share,R_3HSLqbVcJdpOwbP,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3HZj2atVxnqZTUY,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_3HZj2atVxnqZTUY,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_3I5zcrYKlzZ9eKo,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_3I5zcrYKlzZ9eKo,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3ITanW7zwlxxCJZ,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_3ITanW7zwlxxCJZ,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3JJmRsPJVXwatwc,Opt_in,2.0,0.0,1.0,0.5,0.0,0.004158004158004158,,true,
Share,R_3JJmRsPJVXwatwc,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_3JxWl6OoXxSaJTu,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_3JxWl6OoXxSaJTu,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_3JxblqwH1aBBCBi,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006237006237006237,,true,
Share,R_3JxblqwH1aBBCBi,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3L2b39Bry7zOJfx,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_3L2b39Bry7zOJfx,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_3L7syTtVdtIVerr,Opt_in,2.0,0.0,0.0,0.0,0.0,0.004158004158004158,,true,
Share,R_3L7syTtVdtIVerr,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_3NI1ei9vpfgtXlA,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3NI1ei9vpfgtXlA,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_3NLaJ5mCjX49s77,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_3NLaJ5mCjX49s77,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3OcTHVL5l7YvnFZ,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004158004158004158,,true,
Share,R_3OcTHVL5l7YvnFZ,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_3OoXQhIfHNlGBK4,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3OoXQhIfHNlGBK4,Opt_out,3.0,0.0,3.0,1.0,0.0,0.00974025974025974,,true,
Share,R_3PYQfhvuftic2lg,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_3PYQfhvuftic2lg,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_3PoxfsopZhKmMP3,Opt_in,1.0,0.0,1.0,1.0,0.0,0.002079002079002079,,true,
Share,R_3PoxfsopZhKmMP3,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_3RpuPpkMzZHn8uL,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006237006237006237,,true,
Share,R_3RpuPpkMzZHn8uL,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3RrpKCvnQHQNEU6,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006237006237006237,,true,
Share,R_3RrpKCvnQHQNEU6,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3dJI34CatYKslFs,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004158004158004158,,true,
Share,R_3dJI34CatYKslFs,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_3dX3g9XN7SNMnXe,Opt_in,3.0,0.0,1.0,0.3333333333333333,0.0,0.006237006237006237,,true,
Share,R_3dX3g9XN7SNMnXe,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3dXLU13sCDAuhvm,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006237006237006237,,true,
Share,R_3dXLU13sCDAuhvm,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3eqq1IWENrtPN29,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3eqq1IWENrtPN29,Opt_out,3.0,0.0,0.0,0.0,0.0,0.00974025974025974,,true,
Share,R_3erze7NbUGRun8y,Opt_in,1.0,0.0,1.0,1.0,0.0,0.002079002079002079,,true,
Share,R_3erze7NbUGRun8y,Opt_out,2.0,0.0,2.0,1.0,0.0,0.006493506493506494,,true,
Share,R_3ewzs5R0MqrKTTq,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_3ewzs5R0MqrKTTq,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3fj9RKev4KObhgV,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_3fj9RKev4KObhgV,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3h5RnZ1ow4nUyDC,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004158004158004158,,true,
Share,R_3h5RnZ1ow4nUyDC,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_3hgspEwxNpgFfm5,Opt_in,1.0,0.0,0.0,0.0,0.0,0.002079002079002079,,true,
Share,R_3hgspEwxNpgFfm5,Opt_out,2.0,0.0,0.0,0.0,0.0,0.006493506493506494,,true,
Share,R_3hzhGQkbgwJV6jL,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_3hzhGQkbgwJV6jL,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3iL3n4BvZyZqn8p,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3iL3n4BvZyZqn8p,Opt_out,3.0,0.0,3.0,1.0,0.0,0.00974025974025974,,true,
Share,R_3j8JqMv99PiKL3c,Opt_in,3.0,0.0,3.0,1.0,0.0,0.006237006237006237,,true,
Share,R_3j8JqMv99PiKL3c,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3j8xwVJfP4RpgaG,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006237006237006237,,true,
Share,R_3j8xwVJfP4RpgaG,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3jT2l1JZaWbQTFp,Opt_in,3.0,0.0,0.0,0.0,0.0,0.006237006237006237,,true,
Share,R_3jT2l1JZaWbQTFp,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3jUqMTHE50nsYBe,Opt_in,2.0,0.0,2.0,1.0,0.0,0.004158004158004158,,true,
Share,R_3jUqMTHE50nsYBe,Opt_out,1.0,0.0,0.0,0.0,0.0,0.003246753246753247,,true,
Share,R_3jUt5zi8srEFjrd,Opt_in,3.0,0.0,2.0,0.6666666666666666,0.0,0.006237006237006237,,true,
Share,R_3jUt5zi8srEFjrd,Opt_out,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3lKfkcYuNbHXomd,Opt_in,0.0,0.0,0.0,,0.0,0.0,,true,
Share,R_3lKfkcYuNbHXomd,Opt_out,3.0,0.0,3.0,1.0,0.0,0.00974025974025974,,true,
