Group,Condition,ResponseId,prop_yes_False,prop_yes_True,discernment
Belief,Forced,R_2zZSukSUZjdGR9M,0.6,0.6,0.0
Belief,Forced,R_31cNxPn4j7Llq5T,0.5,0.7,0.19999999999999996
Belief,Forced,R_3CJfJ27lz81CB2V,0.05,0.65,0.6
Belief,Forced,R_3D2zax4gopjWMed,0.1,0.7,0.6
Belief,Forced,R_3D89pxydcznzCS3,0.1,0.95,0.85
Belief,Forced,R_3DvFVJDaYKt8LER,1.0,1.0,0.0
Belief,Forced,R_3DvVvfkOufZHpu4,1.0,1.0,0.0
Belief,Forced,R_3ERRbIy5ojph4Qc,0.0,0.55,0.55
Belief,Forced,R_3Ebu53kLZeQjpD4,0.15,0.7,0.5499999999999999
Belief,Forced,R_3Ei1tH4REVa7WQg,0.35,0.5,0.15000000000000002
Belief,Forced,R_3EtDuTyWRw8KKfO,1.0,1.0,0.0
Belief,Forced,R_3EuIuixy7JPkHJT,0.05,0.6,0.5499999999999999
Belief,Forced,R_3EyYuLHJnwoJIsB,0.0,0.4,0.4
Belief,Forced,R_3F50qxlhVrubr9V,0.0,0.4,0.4
Belief,Forced,R_3FJtMXqh0x8CT2e,0.65,0.6,-0.050000000000000044
Belief,Forced,R_3GeT9epQMr3DZ1P,0.05,0.85,0.7999999999999999
Belief,Forced,R_3IQNsNiYgzOtrVt,0.05,0.75,0.7
Belief,Forced,R_3Jld6Jl9xenKKQ0,0.1,0.75,0.65
Belief,Forced,R_3KBoUaelOJYklqn,0.25,0.85,0.6
Belief,Forced,R_3KK1wA4X2GUca9P,0.05,0.6,0.5499999999999999
Belief,Forced,R_3KPQA4fRkHJhmw1,0.05,0.75,0.7
Belief,Forced,R_3L0kEOipPjtli5k,0.1,0.55,0.45000000000000007
Belief,Forced,R_3L7o2d2MnM37JUi,0.0,0.75,0.75
Belief,Forced,R_3LjtHkMJrOLgABo,0.25,1.0,0.75
Belief,Forced,R_3MLuzvTWHx3da5v,1.0,1.0,0.0
Belief,Forced,R_3MhS8oKwJgaFYih,1.0,1.0,0.0
Belief,Forced,R_3NQBPubKFfSkBtP,0.1,0.6,0.5
Belief,Forced,R_3P814fSEwZyXvJ0,0.0,0.75,0.75
Belief,Forced,R_3PmCS2JJSHfBKWA,1.0,0.65,-0.35
Belief,Forced,R_3RwvEtpIXCkaT40,0.05,0.35,0.3
Belief,Forced,R_3dE4lKXvYmSzI2J,0.05,0.75,0.7
Belief,Forced,R_3dKfQTLhb9gYqHt,0.3,0.3,0.0
Belief,Forced,R_3eqAbaoK7OWdCeg,0.7,0.7,0.0
Belief,Forced,R_3gYFgI1pq594pz5,1.0,1.0,0.0
Belief,Forced,R_3iKZ1nywCtGRxyj,0.25,0.45,0.2
Belief,Forced,R_3j1Jat56hqq1LtU,0.1,0.2,0.1
Belief,Forced,R_3jUIc1QcqHMEobA,1.0,1.0,0.0
Belief,Forced,R_3kMxudQ1jvG171U,0.0,0.5,0.5
Belief,Forced,R_3lALPpCD5Iwm1mS,0.15,0.65,0.5
Belief,Forced,R_3lAiSnvrL3hezpd,0.0,0.7,0.7
Belief,Forced,R_3lL9XiE5EOsl0DH,0.0,0.75,0.75
Belief,Forced,R_3lXDYGgvXR8YwYF,0.45,0.55,0.10000000000000003
Belief,Forced,R_3mgfyDtxSpErwr0,0.05,0.85,0.7999999999999999
Belief,Forced,R_3mmGeXxASDgqwpj,0.05,0.55,0.5
Belief,Forced,R_3mn1yWidrznTeQ1,0.0,0.35,0.35
Belief,Forced,R_3niW701okfXGqHn,0.75,0.75,0.0
Belief,Forced,R_3njHiJY7AzN9kNO,1.0,1.0,0.0
Belief,Forced,R_3nrrkpMUThJgTQd,0.05,0.55,0.5
Belief,Forced,R_3oFrch1rmNEldi0,0.85,0.95,0.09999999999999998
Belief,Forced,R_3oKFNA4Beh3Jbpr,0.1,0.8,0.7000000000000001
Belief,Forced,R_3oMdvSYdMwABfvY,0.5,0.75,0.25
Belief,Forced,R_3p2ResAot3tK2Vh,0.0,0.2,0.2
Belief,Forced,R_3qfjOy59tuPSCgT,0.85,0.8,-0.04999999999999993
Belief,Forced,R_3sgMa6hdya3LkaJ,0.0,0.35,0.35
Belief,Forced,R_3spoouLlZR1QLwr,0.75,0.7,-0.050000000000000044
Belief,Forced,R_3wnu4VvAVNSygwh,0.05,0.3,0.25
Belief,Forced,R_4NtHJOi1tTf1QAN,1.0,1.0,0.0
Belief,Forced,R_4VkyoN1yV17kFNf,0.7,0.65,-0.04999999999999993
Belief,Forced,R_56Gpe8VMbARaFvr,1.0,1.0,0.0
Belief,Forced,R_5jMYZ6pbalavst3,0.3,0.8,0.5
Belief,Forced,R_6hZWvPCZ3eYQGWJ,0.05,0.6,0.5499999999999999
Belief,Forced,R_6nbMq9Fjs58Sxu9,0.15,0.75,0.6
Belief,Forced,R_8C90zDTUxe13Dmp,0.05,0.4,0.35000000000000003
Belief,Forced,R_8nNnSMSB1q8wh0Z,0.05,0.7,0.6499999999999999
Belief,Forced,R_8uCGEwI8VgkROoh,0.05,0.5,0.45
Belief,Forced,R_9N4S8pK8f0ioIYF,0.0,0.35,0.35
Belief,Forced,R_9t0lMlTLBaMLFfP,0.15,0.4,0.25
Belief,Forced,R_AjM5vqlMwjPIYpj,0.95,0.85,-0.09999999999999998
Belief,Forced,R_AmuInA3p8q54tUd,1.0,1.0,0.0
Belief,Forced,R_BLEtqDtXQw9bnH3,0.05,0.4,0.35000000000000003
Belief,Forced,R_CdKr23CLcf31b2h,0.05,0.7,0.6499999999999999
Belief,Forced,R_DDeX9DmAy3w0MYp,0.55,0.4,-0.15000000000000002
Belief,Forced,R_DOGXbBl0jt3P2nL,0.0,0.35,0.35
Belief,Forced,R_DbYojslyYAYHKZr,0.15,0.8,0.65
Belief,Forced,R_Q0whHPTVppdb35D,0.55,0.75,0.19999999999999996
Belief,Forced,R_RCf0ocw4yQQY609,0.0,0.6,0.6
Belief,Forced,R_RF9k6ViGQfp58R3,0.95,0.95,0.0
Belief,Forced,R_SCoSLjuVvJvJn45,0.35,0.95,0.6
Belief,Forced,R_SUWy5fR1VWb0Z5D,0.0,0.55,0.55
Belief,Forced,R_TorrZsJ3ykt6ug9,0.05,0.35,0.3
Belief,Forced,R_TvG5w9q7mrBMAuZ,0.75,0.5,-0.25
Belief,Forced,R_TvIkoixxwk114Xv,0.25,0.85,0.6
Belief,Forced,R_UPycpsDI1HQgJSp,0.3,0.65,0.35000000000000003
Belief,Forced,R_USY4fAcYZakUraF,0.2,0.8,0.6000000000000001
Belief,Forced,R_UYCaB0lSNPxMFuF,1.0,1.0,0.0
Belief,Forced,R_UzjUMqaroPOG8Lf,0.05,0.85,0.7999999999999999
Belief,Forced,R_VJcjtbnv2UOzedr,0.75,0.8,0.050000000000000044
Belief,Forced,R_VWphcbQDyS78wHD,0.0,0.8,0.8
Belief,Forced,R_W6RRmzTJOzbJgGJ,0.5,0.7,0.19999999999999996
Belief,Forced,R_XvT3NpxJRNZe1ep,0.15,0.8,0.65
Belief,Forced,R_Xvo8z5t74Yv8FBT,0.1,0.75,0.65
Belief,Forced,R_Xz8TpiNfZHrp0Ot,0.0,0.65,0.65
Belief,Forced,R_YYPjwn0lNe4GmWJ,0.05,0.55,0.5
Belief,Forced,R_ZgJk2uN0EHvPkOt,1.0,0.85,-0.15000000000000002
Belief,Forced,R_a2YN5SCgBoTgDYJ,0.95,0.9,-0.04999999999999993
Belief,Forced,R_ahkVMjYw5tX7X69,0.05,0.75,0.7
Belief,Forced,R_b2EqMW9IommQEAF,0.05,0.8,0.75
Belief,Forced,R_bOeYO1jVlaFAMAp,0.05,0.65,0.6
Belief,Forced,R_cx7DKBMQUpVxEqJ,0.05,0.85,0.7999999999999999
Belief,Forced,R_d6yu0xk77jnDYLn,0.05,0.5,0.45
Belief,Forced,R_dhUJZGgJckwy4al,0.0,0.5,0.5
Belief,Forced,R_eVtw1nioBVx8GNb,0.0,0.25,0.25
Belief,Forced,R_eYjuah0qAQoq0SZ,1.0,1.0,0.0
Belief,Forced,R_emnuTlFnaiiU3KN,0.15,0.6,0.44999999999999996
Belief,Forced,R_esuBRyTSgRDzdPX,0.9,0.85,-0.050000000000000044
Belief,Forced,R_pc0HU4Oecla8out,0.15,0.9,0.75
Belief,Forced,R_rfnCFASVZmzMnLj,0.15,0.85,0.7
Belief,Forced,R_sukYSX82oluQ0IV,0.35,0.35,0.0
Belief,Forced,R_tJuxWZiOwt2Afg5,0.9,0.85,-0.050000000000000044
Belief,Forced,R_ukn9LxtVxrK0sQV,0.2,0.6,0.39999999999999997
Belief,Forced,R_vYyzUoLWmJG3ZFT,0.85,0.8,-0.04999999999999993
Belief,Forced,R_vjAe5uqCjFMmeXf,0.0,0.5,0.5
Belief,Forced,R_w5IIRfgmQEKrh97,0.0,0.55,0.55
Belief,Forced,R_wNy4kvQ8dN8HmEN,0.0,0.6,0.6
Belief,Forced,R_xDHBdvPp9ehO1VL,0.0,0.65,0.65
Belief,Forced,R_xFw1jRSrEMx5fsl,0.4,0.6,0.19999999999999996
Belief,Forced,R_xbIlaIx7W4DqfK1,0.05,0.55,0.5
Belief,Forced,R_xbfqNgLiZKVWGU9,0.75,0.75,0.0
Belief,Forced,R_xmeh4jTBaDYwGVH,1.0,0.95,-0.050000000000000044
Belief,Forced,R_yKM1rHUjrjzgRl7,0.5,0.7,0.19999999999999996
Belief,Forced,R_yPmennsKRs1DnmV,0.05,0.65,0.6
Belief,Forced,R_yy8QphUtV427bhf,0.0,0.65,0.65
Belief,Forced,R_z1mI8QGLRwYiQUN,0.55,0.35,-0.20000000000000007
Belief,Forced,R_z5OFtWaI7daRkS5,0.0,0.55,0.55
Belief,Human-FC,R_10v1oLoU6QusEzt,1.0,1.0,0.0
Belief,Human-FC,R_11SE0pNUtn3xStr,0.4,0.4,0.0
Belief,Human-FC,R_1348ALpJuAyq3M5,1.0,1.0,0.0
Belief,Human-FC,R_13dhD9Du28fF4bQ,0.9,0.75,-0.15000000000000002
Belief,Human-FC,R_15GpfoC3QThVsWt,1.0,1.0,0.0
Belief,Human-FC,R_15L8yKal8ozzSzj,0.05,0.95,0.8999999999999999
Belief,Human-FC,R_167UIUGwDuZoQvv,0.15,0.95,0.7999999999999999
Belief,Human-FC,R_168rJghAFm5LAiZ,0.3,0.45,0.15000000000000002
Belief,Human-FC,R_17C2Gp0vSpcfE1g,0.7,0.9,0.20000000000000007
Belief,Human-FC,R_18ZlPOHsEcHvtd2,0.15,0.65,0.5
Belief,Human-FC,R_1DwlQnxVolrr45F,0.15,1.0,0.85
Belief,Human-FC,R_1EyhkpB0OuTy4kv,0.5,0.65,0.15000000000000002
Belief,Human-FC,R_1FG9czXh29IS18W,0.0,1.0,1.0
Belief,Human-FC,R_1FQyxn6mP9GGIeY,0.0,0.9,0.9
Belief,Human-FC,R_1GlZ5wwoE1BjOVX,0.15,0.7,0.5499999999999999
Belief,Human-FC,R_1H1Cj0lqMc8SlVg,0.0,1.0,1.0
Belief,Human-FC,R_1Hq9aheHiaHUWgP,0.0,1.0,1.0
Belief,Human-FC,R_1J2CKckTodf6oKj,0.0,0.55,0.55
Belief,Human-FC,R_1KptuxAhQ7nh6ca,0.5,0.7,0.19999999999999996
Belief,Human-FC,R_1LNXuejf9iHxdmR,1.0,1.0,0.0
Belief,Human-FC,R_1MXHckD7iNA8ftu,0.9,0.9,0.0
Belief,Human-FC,R_1NWDyMcaQrYdXVy,0.0,0.65,0.65
Belief,Human-FC,R_1NpbaSH0llFX28N,0.0,1.0,1.0
Belief,Human-FC,R_1PKc69RVbJ5t9GF,1.0,1.0,0.0
Belief,Human-FC,R_1PcVfTB1dlxITy5,0.0,1.0,1.0
Belief,Human-FC,R_1Pnw75NqF6mYegM,0.0,1.0,1.0
Belief,Human-FC,R_1R1vicX7DW9omqu,0.05,0.8,0.75
Belief,Human-FC,R_1RDaOHSsIjgsR3P,0.1,0.8,0.7000000000000001
Belief,Human-FC,R_1TqH1zQzOqn4dSF,0.1,1.0,0.9
Belief,Human-FC,R_1XZ3QzA9XiEPGAV,0.5,0.85,0.35
Belief,Human-FC,R_1XZazqBMDFZPbDb,0.0,1.0,1.0
Belief,Human-FC,R_1Y5iF7j4uzXxIAo,0.0,1.0,1.0
Belief,Human-FC,R_1abCUod3leg6aWH,0.85,0.85,0.0
Belief,Human-FC,R_1c8FkL6eLjeMH9h,0.0,0.9,0.9
Belief,Human-FC,R_1duuUw7kAZuwk76,0.0,1.0,1.0
Belief,Human-FC,R_1eVGNtg17u7DxzC,0.05,0.9,0.85
Belief,Human-FC,R_1fs5HSadXWIQMrn,0.0,1.0,1.0
Belief,Human-FC,R_1g0jtcpEEQ7ueBq,0.0,1.0,1.0
Belief,Human-FC,R_1g7J28h0gifoqpj,0.55,0.5,-0.050000000000000044
Belief,Human-FC,R_1giHLDJzVeJInZ8,0.6,0.65,0.050000000000000044
Belief,Human-FC,R_1i373cnvXJXz2By,0.4,0.55,0.15000000000000002
Belief,Human-FC,R_1itbg4FoSiX5NJV,0.2,0.7,0.49999999999999994
Belief,Human-FC,R_1jNYIEDryEH5guz,0.0,1.0,1.0
Belief,Human-FC,R_1k0mVfCukB0PSwW,0.0,0.95,0.95
Belief,Human-FC,R_1kMIMfeEVhCqgS2,0.45,0.65,0.2
Belief,Human-FC,R_1lCj2tSjnyYEqaJ,0.15,0.9,0.75
Belief,Human-FC,R_1lFG7a6pOZ2gpWh,0.05,0.9,0.85
Belief,Human-FC,R_1n2BagAYLh5BaQr,0.35,0.8,0.45000000000000007
Belief,Human-FC,R_1nG9nNkEfpQxuIe,0.0,0.75,0.75
Belief,Human-FC,R_1nl3OR05p3ZX8v3,0.0,0.0,0.0
Belief,Human-FC,R_1p7GboHs2Oa9bfr,0.55,0.55,0.0
Belief,Human-FC,R_1pRBSXPe7Kt8vzB,1.0,1.0,0.0
Belief,Human-FC,R_1qiTWn8LGTQUL8R,0.35,0.7,0.35
Belief,Human-FC,R_1rVJOfwINFkPe9P,0.15,0.95,0.7999999999999999
Belief,Human-FC,R_1wTUPpuaHO7dINx,0.0,0.7,0.7
Belief,Human-FC,R_1x58dM6y4UwWi09,0.5,0.6,0.09999999999999998
Belief,Human-FC,R_1y9M4yFIdlRV9Fe,0.1,0.9,0.8
Belief,Human-FC,R_1yoaZcjZ3DTrYrf,0.45,0.85,0.39999999999999997
Belief,Human-FC,R_1zCmQDCnJslbrqu,0.05,0.6,0.5499999999999999
Belief,Human-FC,R_1zjN149BL7yjDlW,0.0,1.0,1.0
Belief,Human-FC,R_1zxWAzKZpiuo3fP,0.15,0.95,0.7999999999999999
Belief,Human-FC,R_22G7ElHtVcbuqLa,0.3,0.55,0.25000000000000006
Belief,Human-FC,R_2AZS1T1Yn1sYDXb,0.35,0.5,0.15000000000000002
Belief,Human-FC,R_2CJymRjr35ovIVl,1.0,1.0,0.0
Belief,Human-FC,R_2Eo0F2dC6wLnH8t,0.9,0.95,0.04999999999999993
Belief,Human-FC,R_2HCFgxwLgNndNJ4,0.0,0.9,0.9
Belief,Human-FC,R_2KoyZ3fl8Edhe99,0.0,0.1,0.1
Belief,Human-FC,R_2NVFsG4oFg5rApH,0.5,0.95,0.44999999999999996
Belief,Human-FC,R_2NwlFWYY2H1Wj3r,0.05,1.0,0.95
Belief,Human-FC,R_2UESYRAidfApOoh,0.0,0.9,0.9
Belief,Human-FC,R_2asffxitJBq54rC,1.0,1.0,0.0
Belief,Human-FC,R_2azqDrvCzvagPYJ,0.15,0.85,0.7
Belief,Human-FC,R_2hR97kbmsHF7vr8,0.9,0.8,-0.09999999999999998
Belief,Human-FC,R_2lWeGZtmi92bnnx,1.0,1.0,0.0
Belief,Human-FC,R_2n3MEZoPMdOxvWX,0.0,0.95,0.95
Belief,Human-FC,R_2vZfOvx0mmStrQc,0.05,1.0,0.95
Belief,Human-FC,R_2zrLvcM5v9Kg83D,0.65,0.65,0.0
Belief,Human-FC,R_31t7xcLhbu3qvQP,0.1,0.95,0.85
Belief,Human-FC,R_32gaRCYJhVoVBHH,0.05,1.0,0.95
Belief,Human-FC,R_33EKmy22j5UGJy8,1.0,1.0,0.0
Belief,Human-FC,R_35A74yuispu6LkQ,0.9,0.9,0.0
Belief,Human-FC,R_38EymJ04B8KgE13,0.0,0.6,0.6
Belief,Human-FC,R_39165d2njvU1OB4,0.15,0.95,0.7999999999999999
Belief,Human-FC,R_39MDkBmqlY5pq7v,0.05,0.95,0.8999999999999999
Belief,Human-FC,R_3AMTM98BExInuxn,1.0,1.0,0.0
Belief,Human-FC,R_3B5LciHgSGXWox3,0.1,1.0,0.9
Belief,Human-FC,R_3BXEbtyvmdmg4on,0.0,0.95,0.95
Belief,Human-FC,R_3CIbDrm6ah5d2Fz,0.25,0.8,0.55
Belief,Human-FC,R_3CJzEvM9GBMn9Ji,0.05,1.0,0.95
Belief,Human-FC,R_3Dtj6VnPx2W2Zmp,0.15,0.75,0.6
Belief,Human-FC,R_3EgSHGyojhAsoML,0.05,0.45,0.4
Belief,Human-FC,R_3EtvSKRaY2Cffj3,0.0,0.6,0.6
Belief,Human-FC,R_3FeUMQMBOP5nTa2,0.0,0.95,0.95
Belief,Human-FC,R_3H7SxEgbQzCu5jP,0.5,0.4,-0.09999999999999998
Belief,Human-FC,R_3HjXWCwHUxbICFH,0.05,1.0,0.95
Belief,Human-FC,R_3IFBPaURiykuedZ,0.0,0.85,0.85
Belief,Human-FC,R_3JI2xtot1Mr50yL,1.0,1.0,0.0
Belief,Human-FC,R_3KTQvULphczbwqO,0.0,0.6,0.6
Belief,Human-FC,R_3KqdqEfdx4L8AIE,0.0,1.0,1.0
Belief,Human-FC,R_3LheLqQ1jXQ0CEX,0.0,0.8,0.8
Belief,Human-FC,R_3LhuT4syv0ljqyr,0.05,1.0,0.95
Belief,Human-FC,R_3ND2GnMjwOxX53X,0.0,1.0,1.0
Belief,Human-FC,R_3NVVcGSlG08zal5,0.7,0.55,-0.1499999999999999
Belief,Human-FC,R_3OekTUwYTtLfanL,0.0,0.95,0.95
Belief,Human-FC,R_3PiizldPmujlbeF,0.95,0.9,-0.04999999999999993
Belief,Human-FC,R_3Qm6E1EXdRZZipj,0.75,1.0,0.25
Belief,Human-FC,R_3RKUIeI2USCPMrL,0.0,0.95,0.95
Belief,Human-FC,R_3TVg7nQmC0Zl7Mt,0.95,0.95,0.0
Belief,Human-FC,R_3TXfyam1fj2jM5I,1.0,1.0,0.0
Belief,Human-FC,R_3TcnnOQeIBT677j,0.0,0.95,0.95
Belief,Human-FC,R_3V3ZzLR3W8IEFup,0.0,0.75,0.75
Belief,Human-FC,R_3X6D171xZZebSzZ,0.15,0.7,0.5499999999999999
Belief,Human-FC,R_3YzhCdKI78xOocY,0.15,0.75,0.6
Belief,Human-FC,R_3ZUIthmi2xIrac0,0.15,1.0,0.85
Belief,Human-FC,R_3abEnOvNXGK1ZtQ,0.05,0.85,0.7999999999999999
Belief,Human-FC,R_3cc1JrlXB7X4YmE,0.0,0.95,0.95
Belief,Human-FC,R_3ea09pQ04HllwRS,0.0,0.85,0.85
Belief,Human-FC,R_3f7MQJ8mYQgut7u,0.0,0.85,0.85
Belief,Human-FC,R_3fdFpnGiQZFf4Ax,0.25,0.6,0.35
Belief,Human-FC,R_3feT8shEU75jC2y,0.0,0.9,0.9
Belief,Human-FC,R_3gHdvTRJ06KkGTR,0.5,0.5,0.0
Belief,Human-FC,R_3hEggUW5L246LlY,0.7,0.65,-0.04999999999999993
Belief,Human-FC,R_3k5qM7ij7Jc5CPu,0.05,0.7,0.6499999999999999
Belief,Human-FC,R_3kqcSnJtoHccLiz,0.0,0.7,0.7
Belief,Human-FC,R_3ltRdpq7yPKSw28,0.0,1.0,1.0
Belief,Human-FC,R_3m3i98TYa36mIVP,0.4,0.95,0.5499999999999999
Belief,Human-FC,R_3n9m37I16p7o6x5,0.15,0.7,0.5499999999999999
Belief,Human-FC,R_3o6KEkkBwIEBBTH,0.2,0.7,0.49999999999999994
Belief,Human-FC,R_3oQT1r9whm6dua5,0.0,1.0,1.0
Belief,Human-FC,R_3pVElSLLhGmObzo,0.0,1.0,1.0
Belief,Human-FC,R_3q451yXmdQc0zmy,0.0,0.8,0.8
Belief,Human-FC,R_3qjYcQ5Nqyx6cAP,0.25,0.6,0.35
Belief,Human-FC,R_3qpV2qqmWp49zQ5,0.05,0.95,0.8999999999999999
Belief,Human-FC,R_3rMppol3ijrgqtz,0.0,0.9,0.9
Belief,Human-FC,R_3rPnTFm5shHTZas,0.0,0.75,0.75
Belief,Human-FC,R_3uwnSLCMvILILVD,1.0,1.0,0.0
Belief,Human-FC,R_3wAbdQ6ASeZ7Myl,0.05,0.75,0.7
Belief,Human-FC,R_3yr1ld0kF2mzbWP,1.0,1.0,0.0
Belief,Human-FC,R_3znEYrwebUgk5dM,0.05,0.8,0.75
Belief,Human-FC,R_42qzoI1NAwACChX,1.0,1.0,0.0
Belief,Human-FC,R_4ql4m7yzveMUM6G,1.0,1.0,0.0
Belief,Human-FC,R_50NHQ7rI18HrTW6,0.0,1.0,1.0
Belief,Human-FC,R_50XInUTjs3MIgTL,0.0,0.6,0.6
Belief,Human-FC,R_50l7Au2C4HydVsa,0.0,0.95,0.95
Belief,Human-FC,R_50pLLdc7WNUFAiz,0.0,1.0,1.0
Belief,Human-FC,R_52E9pP4S5AqDwlT,1.0,1.0,0.0
Belief,Human-FC,R_55lXtxBQUL5ZAPf,0.0,1.0,1.0
Belief,Human-FC,R_57dHuyPCRah1llN,0.0,1.0,1.0
Belief,Human-FC,R_57sBPvDXyuzROsO,0.8,1.0,0.19999999999999996
Belief,Human-FC,R_5AZkkMs1I41LETN,0.0,1.0,1.0
Belief,Human-FC,R_5BmP97mho3wkKtz,0.2,0.85,0.6499999999999999
Belief,Human-FC,R_5CBBc5q5SLERmls,0.0,1.0,1.0
Belief,Human-FC,R_5CCa6PlegQm5Eeg,0.3,0.55,0.25000000000000006
Belief,Human-FC,R_5CIKKdtruugJiJ0,0.05,0.7,0.6499999999999999
Belief,Human-FC,R_5ClV94E00qPHua6,0.0,0.9,0.9
Belief,Human-FC,R_5Cp5KTzzTAOee57,1.0,0.95,-0.050000000000000044
Belief,Human-FC,R_5CqvrGDkixLBs3L,1.0,1.0,0.0
Belief,Human-FC,R_5DR2gEvm2GLjmHD,0.0,1.0,1.0
Belief,Human-FC,R_5DTJbbkwRUdkfja,1.0,1.0,0.0
Belief,Human-FC,R_5ErA7ETeyyfdAK5,0.0,1.0,1.0
Belief,Human-FC,R_5GCfxhx8ZpLIy5R,0.0,0.85,0.85
Belief,Human-FC,R_5MLqojT9wZ9Nihr,0.1,0.95,0.85
Belief,Human-FC,R_5P1y11fns60EXlF,0.3,0.8,0.5
Belief,Human-FC,R_5PB7wvLUCkbqJOs,0.05,0.55,0.5
Belief,Human-FC,R_5PdK3M85F7jTPLt,0.0,0.9,0.9
Belief,Human-FC,R_5RxdG7c1b8gkoUY,0.0,1.0,1.0
Belief,Human-FC,R_5SJl6fxFzKNIZi1,1.0,1.0,0.0
Belief,Human-FC,R_5TYLkfzlohszzR7,0.0,0.55,0.55
Belief,Human-FC,R_5TpEI4iiGtfLm4Q,1.0,1.0,0.0
Belief,Human-FC,R_5Vh8xXBvH6XFLbP,0.0,1.0,1.0
Belief,Human-FC,R_5VugIx4IQyLOgcV,0.15,0.55,0.4
Belief,Human-FC,R_5ZEto0jV1rsd5sU,0.85,0.75,-0.09999999999999998
Belief,Human-FC,R_5Zb1zP8fLd8tcxr,0.65,0.75,0.09999999999999998
Belief,Human-FC,R_5aYck4qsjWBaxzc,0.05,0.9,0.85
Belief,Human-FC,R_5dKOrKJI699kgvB,0.15,0.7,0.5499999999999999
Belief,Human-FC,R_5duPMnWhBQ69fVw,0.0,0.95,0.95
Belief,Human-FC,R_5e342xrUJyV5UxX,0.05,0.7,0.6499999999999999
Belief,Human-FC,R_5eUKNTgUJk8eiuS,0.05,0.95,0.8999999999999999
Belief,Human-FC,R_5eyQiZdkAMiH0ui,1.0,1.0,0.0
Belief,Human-FC,R_5fZ5YNq0BQ3fWxj,1.0,1.0,0.0
Belief,Human-FC,R_5hCBUeGJZ6Ar1xn,0.0,0.75,0.75
Belief,Human-FC,R_5l9MzKJn8pEVkTi,0.05,1.0,0.95
Belief,Human-FC,R_5lE3X1e5ei8eLRv,0.5,0.85,0.35
Belief,Human-FC,R_5lN9YxCT4kH57Vf,0.0,1.0,1.0
Belief,Human-FC,R_5mnrOy08tTfplTi,0.0,1.0,1.0
Belief,Human-FC,R_5ndEWSs1qrN0S5L,1.0,1.0,0.0
Belief,Human-FC,R_5og68QL07ooif6x,0.05,1.0,0.95
Belief,Human-FC,R_5omb0n4qWVvcREd,0.05,1.0,0.95
Belief,Human-FC,R_5ouyBv1GjTFAnWc,0.75,0.75,0.0
Belief,Human-FC,R_5qCMsV1UCXmAV83,0.0,1.0,1.0
Belief,Human-FC,R_5qrq6x2DYpgh8Bo,0.75,0.75,0.0
Belief,Human-FC,R_5rJrsB9OJyoWhzA,0.1,0.6,0.5
Belief,Human-FC,R_5rqNQFcxDI9AhmB,0.0,0.7,0.7
Belief,Human-FC,R_5t6hMraax3ObNqJ,0.0,0.75,0.75
Belief,Human-FC,R_5teuV2XqGgE8IFz,0.0,0.9,0.9
Belief,Human-FC,R_5uVBO3kuEb5wDwl,0.05,0.5,0.45
Belief,Human-FC,R_5uvw81K4GKoLMfm,0.4,0.3,-0.10000000000000003
Belief,Human-FC,R_5vwE5g0YvbuR0wF,0.0,0.95,0.95
Belief,Human-FC,R_5w011kSCLDusVVh,0.0,1.0,1.0
Belief,Human-FC,R_5wHnN1ruvElncnC,0.0,0.7,0.7
Belief,Human-FC,R_5wUmxckvdSHNUmB,0.75,0.75,0.0
Belief,Human-FC,R_61tj0R9kbiZHxYP,0.0,1.0,1.0
Belief,Human-FC,R_61z9vXAvhdryyE5,0.0,0.9,0.9
Belief,Human-FC,R_63d96elcZHMyEAE,0.8,1.0,0.19999999999999996
Belief,Human-FC,R_65nSMbiA5w906n7,0.0,0.95,0.95
Belief,Human-FC,R_669bGXeSVlzBdiF,0.0,1.0,1.0
Belief,Human-FC,R_6CBk095flIkvWIU,1.0,1.0,0.0
Belief,Human-FC,R_6Euh4YuFtRB2Hyp,0.0,0.05,0.05
Belief,Human-FC,R_6HoXdCDXbVxWX5N,0.15,0.65,0.5
Belief,Human-FC,R_6IAcLrCE7yLt8cY,0.0,0.95,0.95
Belief,Human-FC,R_6IQ0vDSggfGzT45,0.75,0.8,0.050000000000000044
Belief,Human-FC,R_6Ia8Zurhc2ttwM0,0.0,1.0,1.0
Belief,Human-FC,R_6JKmlq6il268jOi,0.0,1.0,1.0
Belief,Human-FC,R_6JPKBDWUNjIWkpG,0.05,0.8,0.75
Belief,Human-FC,R_6KEEBGcZZnMnTz3,0.3,0.95,0.6499999999999999
Belief,Human-FC,R_6PbspeiyrTiXiZq,0.0,1.0,1.0
Belief,Human-FC,R_6R1UOrDoGJqXkTU,0.2,0.8,0.6000000000000001
Belief,Human-FC,R_6Rg7Iv2P6doFfza,0.85,0.9,0.050000000000000044
Belief,Human-FC,R_6S6OJ27dchd7yIV,0.1,0.8,0.7000000000000001
Belief,Human-FC,R_6Tw8V2unRDG614c,0.4,0.65,0.25
Belief,Human-FC,R_6XOrZlNEJ0xmlY5,1.0,1.0,0.0
Belief,Human-FC,R_6YSaytF4wnPlcqI,0.0,1.0,1.0
Belief,Human-FC,R_6YXt834i5iz2LDP,0.0,1.0,1.0
Belief,Human-FC,R_6ZEzKbhSFjwk9CQ,0.0,1.0,1.0
Belief,Human-FC,R_6atSzfGRn7tKHjg,0.1,0.7,0.6
