Group,ResponseId,option_cond,num_False,num_True,num_yes_False,num_yes_True,prop_yes_False,prop_yes_True,w_True,w_False
Belief,R_2WMzn11ueTOGpE6,Opt_in,6.0,7.0,0.0,7.0,0.0,1.0,0.0023387905111927833,0.0022796352583586625
Belief,R_2WMzn11ueTOGpE6,Opt_out,14.0,13.0,1.0,12.0,0.07142857142857142,0.9230769230769231,0.0058374494836102376,0.005409582689335394
Belief,R_2Xal58EDcO8LnEK,Opt_in,20.0,20.0,20.0,20.0,1.0,1.0,0.006682258603407952,0.007598784194528876
Belief,R_2Xal58EDcO8LnEK,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2YPKbXZTdOA1OHb,Opt_in,0.0,1.0,0.0,0.0,,0.0,0.0003341129301703976,0.0
Belief,R_2YPKbXZTdOA1OHb,Opt_out,20.0,19.0,1.0,13.0,0.05,0.6842105263157895,0.008531656937584195,0.0077279752704791345
Belief,R_2YQYGi8tgnBrpaK,Opt_in,20.0,20.0,12.0,18.0,0.6,0.9,0.006682258603407952,0.007598784194528876
Belief,R_2YQYGi8tgnBrpaK,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2ZIFZDiQppM8wEv,Opt_in,3.0,13.0,0.0,6.0,0.0,0.46153846153846156,0.004343468092215168,0.0011398176291793312
Belief,R_2ZIFZDiQppM8wEv,Opt_out,17.0,7.0,0.0,1.0,0.0,0.14285714285714285,0.003143242029636282,0.006568778979907265
Belief,R_2aQWAqpbQ0D2j5n,Opt_in,20.0,20.0,9.0,13.0,0.45,0.65,0.006682258603407952,0.007598784194528876
Belief,R_2aQWAqpbQ0D2j5n,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2aUH28QxXHF2H2i,Opt_in,20.0,20.0,1.0,11.0,0.05,0.55,0.006682258603407952,0.007598784194528876
Belief,R_2aUH28QxXHF2H2i,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2aazsEpJCFiugG5,Opt_in,3.0,3.0,0.0,2.0,0.0,0.6666666666666666,0.0010023387905111927,0.0011398176291793312
Belief,R_2aazsEpJCFiugG5,Opt_out,17.0,17.0,0.0,11.0,0.0,0.6470588235294118,0.007633587786259542,0.006568778979907265
Belief,R_2awuILLcu3tCwwD,Opt_in,20.0,20.0,1.0,7.0,0.05,0.35,0.006682258603407952,0.007598784194528876
Belief,R_2awuILLcu3tCwwD,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2bOdzxHQ2UfWTfW,Opt_in,20.0,20.0,20.0,20.0,1.0,1.0,0.006682258603407952,0.007598784194528876
Belief,R_2bOdzxHQ2UfWTfW,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2bTMaaYRAbf1PzH,Opt_in,20.0,20.0,0.0,2.0,0.0,0.1,0.006682258603407952,0.007598784194528876
Belief,R_2bTMaaYRAbf1PzH,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2ceB3SdLH1cW9PS,Opt_in,0.0,1.0,0.0,0.0,,0.0,0.0003341129301703976,0.0
Belief,R_2ceB3SdLH1cW9PS,Opt_out,20.0,19.0,0.0,1.0,0.0,0.05263157894736842,0.008531656937584195,0.0077279752704791345
Belief,R_2cq2UstkKHdJTo3,Opt_in,4.0,3.0,0.0,3.0,0.0,1.0,0.0010023387905111927,0.001519756838905775
Belief,R_2cq2UstkKHdJTo3,Opt_out,16.0,17.0,2.0,15.0,0.125,0.8823529411764706,0.007633587786259542,0.0061823802163833074
Belief,R_2dgzeTXJQPblSGs,Opt_in,20.0,20.0,20.0,20.0,1.0,1.0,0.006682258603407952,0.007598784194528876
Belief,R_2dgzeTXJQPblSGs,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2fImfNkls9Wn2AU,Opt_in,4.0,8.0,0.0,5.0,0.0,0.625,0.0026729034413631807,0.001519756838905775
Belief,R_2fImfNkls9Wn2AU,Opt_out,16.0,12.0,1.0,5.0,0.0625,0.4166666666666667,0.005388414907947912,0.0061823802163833074
Belief,R_2fvSXNW4vJApYxB,Opt_in,3.0,0.0,1.0,0.0,0.3333333333333333,,0.0,0.0011398176291793312
Belief,R_2fvSXNW4vJApYxB,Opt_out,17.0,20.0,8.0,19.0,0.47058823529411764,0.95,0.00898069151324652,0.006568778979907265
Belief,R_2qn6Ye9j0TIyAF6,Opt_in,12.0,13.0,6.0,8.0,0.5,0.6153846153846154,0.004343468092215168,0.004559270516717325
Belief,R_2qn6Ye9j0TIyAF6,Opt_out,8.0,7.0,6.0,5.0,0.75,0.7142857142857143,0.003143242029636282,0.0030911901081916537
Belief,R_2tgjP5olEAspXiV,Opt_in,19.0,18.0,3.0,14.0,0.15789473684210525,0.7777777777777778,0.006014032743067156,0.007218844984802432
Belief,R_2tgjP5olEAspXiV,Opt_out,1.0,2.0,0.0,2.0,0.0,1.0,0.000898069151324652,0.0003863987635239567
Belief,R_2txs7UDOYfBdQGP,Opt_in,20.0,20.0,19.0,20.0,0.95,1.0,0.006682258603407952,0.007598784194528876
Belief,R_2txs7UDOYfBdQGP,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2uVaaRcIgMZO2eb,Opt_in,20.0,19.0,4.0,14.0,0.2,0.7368421052631579,0.006348145673237555,0.007598784194528876
Belief,R_2uVaaRcIgMZO2eb,Opt_out,0.0,1.0,0.0,0.0,,0.0,0.000449034575662326,0.0
Belief,R_2wHOzVDZFTBN8ln,Opt_in,16.0,20.0,0.0,7.0,0.0,0.35,0.006682258603407952,0.0060790273556231
Belief,R_2wHOzVDZFTBN8ln,Opt_out,4.0,0.0,0.0,0.0,0.0,,0.0,0.0015455950540958269
Belief,R_2wMK6ofDfHzrKjg,Opt_in,18.0,20.0,14.0,13.0,0.7777777777777778,0.65,0.006682258603407952,0.006838905775075988
Belief,R_2wMK6ofDfHzrKjg,Opt_out,2.0,0.0,0.0,0.0,0.0,,0.0,0.0007727975270479134
Belief,R_2wauDV8SPCdMGnF,Opt_in,4.0,8.0,0.0,5.0,0.0,0.625,0.0026729034413631807,0.001519756838905775
Belief,R_2wauDV8SPCdMGnF,Opt_out,16.0,12.0,0.0,11.0,0.0,0.9166666666666666,0.005388414907947912,0.0061823802163833074
Belief,R_2wdAxZSyF5eJDSx,Opt_in,1.0,2.0,0.0,2.0,0.0,1.0,0.0006682258603407952,0.00037993920972644377
Belief,R_2wdAxZSyF5eJDSx,Opt_out,19.0,18.0,0.0,15.0,0.0,0.8333333333333334,0.008082622361921869,0.007341576506955177
Belief,R_2wt0fSFnsFpohJU,Opt_in,9.0,19.0,1.0,10.0,0.1111111111111111,0.5263157894736842,0.006348145673237555,0.003419452887537994
Belief,R_2wt0fSFnsFpohJU,Opt_out,11.0,1.0,0.0,1.0,0.0,1.0,0.000449034575662326,0.004250386398763524
Belief,R_2ydyyN35AsYgDnA,Opt_in,19.0,19.0,19.0,19.0,1.0,1.0,0.006348145673237555,0.007218844984802432
Belief,R_2ydyyN35AsYgDnA,Opt_out,1.0,1.0,1.0,1.0,1.0,1.0,0.000449034575662326,0.0003863987635239567
Belief,R_2z7ItdYCz7tLcHz,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2z7ItdYCz7tLcHz,Opt_out,20.0,20.0,1.0,11.0,0.05,0.55,0.00898069151324652,0.0077279752704791345
Belief,R_2zMAgK5qXDW0uqc,Opt_in,10.0,7.0,4.0,3.0,0.4,0.42857142857142855,0.0023387905111927833,0.003799392097264438
Belief,R_2zMAgK5qXDW0uqc,Opt_out,10.0,13.0,4.0,10.0,0.4,0.7692307692307693,0.0058374494836102376,0.0038639876352395673
Belief,R_2zO6CwLdeqrIppN,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_2zO6CwLdeqrIppN,Opt_out,20.0,20.0,0.0,1.0,0.0,0.05,0.00898069151324652,0.0077279752704791345
Belief,R_2zjcGiBKLWsO0c2,Opt_in,16.0,20.0,2.0,14.0,0.125,0.7,0.006682258603407952,0.0060790273556231
Belief,R_2zjcGiBKLWsO0c2,Opt_out,4.0,0.0,0.0,0.0,0.0,,0.0,0.0015455950540958269
Belief,R_30148g8wZGSHOob,Opt_in,4.0,7.0,0.0,1.0,0.0,0.14285714285714285,0.0023387905111927833,0.001519756838905775
Belief,R_30148g8wZGSHOob,Opt_out,16.0,13.0,1.0,12.0,0.0625,0.9230769230769231,0.0058374494836102376,0.0061823802163833074
Belief,R_302lCSN7AXqVVlA,Opt_in,0.0,7.0,0.0,3.0,,0.42857142857142855,0.0023387905111927833,0.0
Belief,R_302lCSN7AXqVVlA,Opt_out,20.0,13.0,0.0,7.0,0.0,0.5384615384615384,0.0058374494836102376,0.0077279752704791345
Belief,R_308mB08FyjHLWeb,Opt_in,2.0,7.0,0.0,4.0,0.0,0.5714285714285714,0.0023387905111927833,0.0007598784194528875
Belief,R_308mB08FyjHLWeb,Opt_out,18.0,13.0,0.0,8.0,0.0,0.6153846153846154,0.0058374494836102376,0.006955177743431221
Belief,R_30ja7qhMdeBlfsb,Opt_in,20.0,20.0,20.0,20.0,1.0,1.0,0.006682258603407952,0.007598784194528876
Belief,R_30ja7qhMdeBlfsb,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_31nNt2tCCidwhu2,Opt_in,2.0,4.0,0.0,1.0,0.0,0.25,0.0013364517206815904,0.0007598784194528875
Belief,R_31nNt2tCCidwhu2,Opt_out,18.0,16.0,1.0,13.0,0.05555555555555555,0.8125,0.007184553210597216,0.006955177743431221
Belief,R_33j2YEAsTXCpLNx,Opt_in,17.0,19.0,12.0,14.0,0.7058823529411765,0.7368421052631579,0.006348145673237555,0.006458966565349544
Belief,R_33j2YEAsTXCpLNx,Opt_out,3.0,1.0,0.0,0.0,0.0,0.0,0.000449034575662326,0.00115919629057187
Belief,R_33m1bmBpH98aOSR,Opt_in,20.0,20.0,1.0,12.0,0.05,0.6,0.006682258603407952,0.007598784194528876
Belief,R_33m1bmBpH98aOSR,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_33rK04h0Tht1zGE,Opt_in,7.0,5.0,1.0,2.0,0.14285714285714285,0.4,0.001670564650851988,0.0026595744680851063
Belief,R_33rK04h0Tht1zGE,Opt_out,13.0,15.0,3.0,7.0,0.23076923076923078,0.4666666666666667,0.00673551863493489,0.005023183925811438
Belief,R_33rwOOojl3GZsvc,Opt_in,2.0,0.0,0.0,0.0,0.0,,0.0,0.0007598784194528875
Belief,R_33rwOOojl3GZsvc,Opt_out,18.0,20.0,9.0,18.0,0.5,0.9,0.00898069151324652,0.006955177743431221
Belief,R_3CDDg0WCxHRoPqY,Opt_in,20.0,20.0,0.0,13.0,0.0,0.65,0.006682258603407952,0.007598784194528876
Belief,R_3CDDg0WCxHRoPqY,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3DjAiGMycQn0Zww,Opt_in,4.0,4.0,4.0,4.0,1.0,1.0,0.0013364517206815904,0.001519756838905775
Belief,R_3DjAiGMycQn0Zww,Opt_out,16.0,16.0,14.0,10.0,0.875,0.625,0.007184553210597216,0.0061823802163833074
Belief,R_3DnJKi8YpMXfL8b,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3DnJKi8YpMXfL8b,Opt_out,20.0,20.0,5.0,13.0,0.25,0.65,0.00898069151324652,0.0077279752704791345
Belief,R_3EJWGFMuOReZG5u,Opt_in,17.0,20.0,0.0,6.0,0.0,0.3,0.006682258603407952,0.006458966565349544
Belief,R_3EJWGFMuOReZG5u,Opt_out,3.0,0.0,0.0,0.0,0.0,,0.0,0.00115919629057187
Belief,R_3FLPuqkmrevthuj,Opt_in,4.0,5.0,1.0,4.0,0.25,0.8,0.001670564650851988,0.001519756838905775
Belief,R_3FLPuqkmrevthuj,Opt_out,16.0,15.0,2.0,13.0,0.125,0.8666666666666667,0.00673551863493489,0.0061823802163833074
Belief,R_3FOMUL62PTeKE05,Opt_in,1.0,0.0,1.0,0.0,1.0,,0.0,0.00037993920972644377
Belief,R_3FOMUL62PTeKE05,Opt_out,19.0,20.0,3.0,7.0,0.15789473684210525,0.35,0.00898069151324652,0.007341576506955177
Belief,R_3Gp2VNwZGE8z6HA,Opt_in,20.0,20.0,10.0,14.0,0.5,0.7,0.006682258603407952,0.007598784194528876
Belief,R_3Gp2VNwZGE8z6HA,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3Gy9RkQtzNa84S7,Opt_in,19.0,19.0,19.0,19.0,1.0,1.0,0.006348145673237555,0.007218844984802432
Belief,R_3Gy9RkQtzNa84S7,Opt_out,1.0,1.0,1.0,1.0,1.0,1.0,0.000449034575662326,0.0003863987635239567
Belief,R_3HAdnzfhs8tGBLE,Opt_in,7.0,16.0,0.0,10.0,0.0,0.625,0.0053458068827263614,0.0026595744680851063
Belief,R_3HAdnzfhs8tGBLE,Opt_out,13.0,4.0,0.0,3.0,0.0,0.75,0.001796138302649304,0.005023183925811438
Belief,R_3HYBa3f0fB3Hl4t,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3HYBa3f0fB3Hl4t,Opt_out,20.0,20.0,6.0,20.0,0.3,1.0,0.00898069151324652,0.0077279752704791345
Belief,R_3Hod5cmaDDWpXji,Opt_in,12.0,15.0,12.0,15.0,1.0,1.0,0.005011693952555964,0.004559270516717325
Belief,R_3Hod5cmaDDWpXji,Opt_out,8.0,5.0,0.0,0.0,0.0,0.0,0.00224517287831163,0.0030911901081916537
Belief,R_3KJjkI1Gn48e2CD,Opt_in,20.0,20.0,10.0,12.0,0.5,0.6,0.006682258603407952,0.007598784194528876
Belief,R_3KJjkI1Gn48e2CD,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3KPLdyugIfwSd9z,Opt_in,13.0,18.0,0.0,11.0,0.0,0.6111111111111112,0.006014032743067156,0.004939209726443769
Belief,R_3KPLdyugIfwSd9z,Opt_out,7.0,2.0,0.0,2.0,0.0,1.0,0.000898069151324652,0.002704791344667697
Belief,R_3KW6FYyvjxsDwja,Opt_in,6.0,13.0,0.0,7.0,0.0,0.5384615384615384,0.004343468092215168,0.0022796352583586625
Belief,R_3KW6FYyvjxsDwja,Opt_out,14.0,7.0,0.0,7.0,0.0,1.0,0.003143242029636282,0.005409582689335394
Belief,R_3LbawVEDWDrCdeN,Opt_in,20.0,20.0,13.0,12.0,0.65,0.6,0.006682258603407952,0.007598784194528876
Belief,R_3LbawVEDWDrCdeN,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3M39NUnjf0E9G07,Opt_in,20.0,20.0,20.0,20.0,1.0,1.0,0.006682258603407952,0.007598784194528876
Belief,R_3M39NUnjf0E9G07,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3NEx9VRoyUOPrGQ,Opt_in,3.0,8.0,0.0,3.0,0.0,0.375,0.0026729034413631807,0.0011398176291793312
Belief,R_3NEx9VRoyUOPrGQ,Opt_out,17.0,12.0,2.0,7.0,0.11764705882352941,0.5833333333333334,0.005388414907947912,0.006568778979907265
Belief,R_3NVyBsuWkomW5El,Opt_in,0.0,3.0,0.0,3.0,,1.0,0.0010023387905111927,0.0
Belief,R_3NVyBsuWkomW5El,Opt_out,20.0,17.0,10.0,9.0,0.5,0.5294117647058824,0.007633587786259542,0.0077279752704791345
Belief,R_3OF43TvVXZIAJHz,Opt_in,0.0,1.0,0.0,0.0,,0.0,0.0003341129301703976,0.0
Belief,R_3OF43TvVXZIAJHz,Opt_out,20.0,19.0,2.0,16.0,0.1,0.8421052631578947,0.008531656937584195,0.0077279752704791345
Belief,R_3PGnOPox5ThZyk1,Opt_in,20.0,20.0,20.0,20.0,1.0,1.0,0.006682258603407952,0.007598784194528876
Belief,R_3PGnOPox5ThZyk1,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3PKRX86nXxa1M0P,Opt_in,16.0,16.0,15.0,16.0,0.9375,1.0,0.0053458068827263614,0.0060790273556231
Belief,R_3PKRX86nXxa1M0P,Opt_out,4.0,4.0,3.0,3.0,0.75,0.75,0.001796138302649304,0.0015455950540958269
Belief,R_3PMlRFlm9T6txHT,Opt_in,20.0,20.0,1.0,6.0,0.05,0.3,0.006682258603407952,0.007598784194528876
Belief,R_3PMlRFlm9T6txHT,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3PpMYQLw2V4OKk3,Opt_in,7.0,8.0,1.0,3.0,0.14285714285714285,0.375,0.0026729034413631807,0.0026595744680851063
Belief,R_3PpMYQLw2V4OKk3,Opt_out,13.0,12.0,1.0,11.0,0.07692307692307693,0.9166666666666666,0.005388414907947912,0.005023183925811438
Belief,R_3PtUTGcZI9x4BIe,Opt_in,20.0,20.0,20.0,20.0,1.0,1.0,0.006682258603407952,0.007598784194528876
Belief,R_3PtUTGcZI9x4BIe,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3ReUOfuWxGVH3nD,Opt_in,6.0,10.0,0.0,5.0,0.0,0.5,0.003341129301703976,0.0022796352583586625
Belief,R_3ReUOfuWxGVH3nD,Opt_out,14.0,10.0,0.0,8.0,0.0,0.8,0.00449034575662326,0.005409582689335394
Belief,R_3RlvnZpkyM3wJMH,Opt_in,1.0,2.0,0.0,1.0,0.0,0.5,0.0006682258603407952,0.00037993920972644377
Belief,R_3RlvnZpkyM3wJMH,Opt_out,19.0,18.0,7.0,12.0,0.3684210526315789,0.6666666666666666,0.008082622361921869,0.007341576506955177
Belief,R_3RmH7X1ZDBf5g7v,Opt_in,20.0,20.0,16.0,20.0,0.8,1.0,0.006682258603407952,0.007598784194528876
Belief,R_3RmH7X1ZDBf5g7v,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3RqPeKKsYllxZMs,Opt_in,19.0,20.0,2.0,13.0,0.10526315789473684,0.65,0.006682258603407952,0.007218844984802432
Belief,R_3RqPeKKsYllxZMs,Opt_out,1.0,0.0,0.0,0.0,0.0,,0.0,0.0003863987635239567
Belief,R_3dLmamXW6lFKkl3,Opt_in,3.0,5.0,0.0,4.0,0.0,0.8,0.001670564650851988,0.0011398176291793312
Belief,R_3dLmamXW6lFKkl3,Opt_out,17.0,15.0,2.0,14.0,0.11764705882352941,0.9333333333333333,0.00673551863493489,0.006568778979907265
Belief,R_3exhNzgEIOUrELE,Opt_in,0.0,1.0,0.0,1.0,,1.0,0.0003341129301703976,0.0
Belief,R_3exhNzgEIOUrELE,Opt_out,20.0,19.0,7.0,8.0,0.35,0.42105263157894735,0.008531656937584195,0.0077279752704791345
Belief,R_3gSfrDYWlCGZ0jr,Opt_in,2.0,2.0,0.0,2.0,0.0,1.0,0.0006682258603407952,0.0007598784194528875
Belief,R_3gSfrDYWlCGZ0jr,Opt_out,18.0,18.0,18.0,18.0,1.0,1.0,0.008082622361921869,0.006955177743431221
Belief,R_3gZAn6xuQOaRhXT,Opt_in,20.0,20.0,0.0,9.0,0.0,0.45,0.006682258603407952,0.007598784194528876
Belief,R_3gZAn6xuQOaRhXT,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3hgvRu58mshdRLf,Opt_in,20.0,20.0,4.0,19.0,0.2,0.95,0.006682258603407952,0.007598784194528876
Belief,R_3hgvRu58mshdRLf,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3hojZE7ATW86BF6,Opt_in,7.0,12.0,0.0,6.0,0.0,0.5,0.004009355162044771,0.0026595744680851063
Belief,R_3hojZE7ATW86BF6,Opt_out,13.0,8.0,0.0,5.0,0.0,0.625,0.003592276605298608,0.005023183925811438
Belief,R_3iQjBEvVtz0d5g9,Opt_in,1.0,6.0,0.0,1.0,0.0,0.16666666666666666,0.0020046775810223854,0.00037993920972644377
Belief,R_3iQjBEvVtz0d5g9,Opt_out,19.0,14.0,0.0,7.0,0.0,0.5,0.006286484059272564,0.007341576506955177
Belief,R_3iwLKraVzk1WMUh,Opt_in,20.0,20.0,4.0,12.0,0.2,0.6,0.006682258603407952,0.007598784194528876
Belief,R_3iwLKraVzk1WMUh,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3jTZD3bXtuV0sit,Opt_in,0.0,1.0,0.0,0.0,,0.0,0.0003341129301703976,0.0
Belief,R_3jTZD3bXtuV0sit,Opt_out,20.0,19.0,2.0,18.0,0.1,0.9473684210526315,0.008531656937584195,0.0077279752704791345
Belief,R_3kpn0x75XppwUYn,Opt_in,0.0,3.0,0.0,2.0,,0.6666666666666666,0.0010023387905111927,0.0
Belief,R_3kpn0x75XppwUYn,Opt_out,20.0,17.0,1.0,4.0,0.05,0.23529411764705882,0.007633587786259542,0.0077279752704791345
Belief,R_3lK3wjH7xoMoVRi,Opt_in,5.0,10.0,2.0,6.0,0.4,0.6,0.003341129301703976,0.001899696048632219
Belief,R_3lK3wjH7xoMoVRi,Opt_out,15.0,10.0,0.0,8.0,0.0,0.8,0.00449034575662326,0.005795981452859351
Belief,R_3lrCfFvxVWVnjUZ,Opt_in,3.0,9.0,0.0,6.0,0.0,0.6666666666666666,0.003007016371533578,0.0011398176291793312
Belief,R_3lrCfFvxVWVnjUZ,Opt_out,17.0,11.0,0.0,10.0,0.0,0.9090909090909091,0.004939380332285586,0.006568778979907265
Belief,R_3lsM01qtUjP1X8Q,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3lsM01qtUjP1X8Q,Opt_out,20.0,20.0,1.0,11.0,0.05,0.55,0.00898069151324652,0.0077279752704791345
Belief,R_3maqXmDI6ew27UB,Opt_in,20.0,20.0,20.0,20.0,1.0,1.0,0.006682258603407952,0.007598784194528876
Belief,R_3maqXmDI6ew27UB,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3n6pk4LMywreP32,Opt_in,1.0,2.0,0.0,2.0,0.0,1.0,0.0006682258603407952,0.00037993920972644377
Belief,R_3n6pk4LMywreP32,Opt_out,19.0,18.0,0.0,11.0,0.0,0.6111111111111112,0.008082622361921869,0.007341576506955177
Belief,R_3neZFHUbQG7v6Bm,Opt_in,5.0,4.0,2.0,3.0,0.4,0.75,0.0013364517206815904,0.001899696048632219
Belief,R_3neZFHUbQG7v6Bm,Opt_out,15.0,16.0,2.0,13.0,0.13333333333333333,0.8125,0.007184553210597216,0.005795981452859351
Belief,R_3oFUFohfEWD45mu,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3oFUFohfEWD45mu,Opt_out,20.0,20.0,2.0,11.0,0.1,0.55,0.00898069151324652,0.0077279752704791345
Belief,R_3oLzXe8ob8sLunB,Opt_in,15.0,19.0,2.0,12.0,0.13333333333333333,0.631578947368421,0.006348145673237555,0.0056990881458966565
Belief,R_3oLzXe8ob8sLunB,Opt_out,5.0,1.0,0.0,1.0,0.0,1.0,0.000449034575662326,0.0019319938176197836
Belief,R_3oyzs9ZliYfzRtT,Opt_in,20.0,20.0,0.0,8.0,0.0,0.4,0.006682258603407952,0.007598784194528876
Belief,R_3oyzs9ZliYfzRtT,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3qCmF5sfxxDkWBQ,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3qCmF5sfxxDkWBQ,Opt_out,20.0,20.0,4.0,17.0,0.2,0.85,0.00898069151324652,0.0077279752704791345
Belief,R_3qWklMBLY3tMJP4,Opt_in,20.0,20.0,1.0,13.0,0.05,0.65,0.006682258603407952,0.007598784194528876
Belief,R_3qWklMBLY3tMJP4,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3qrPGI5KjGYKsAu,Opt_in,0.0,1.0,0.0,1.0,,1.0,0.0003341129301703976,0.0
Belief,R_3qrPGI5KjGYKsAu,Opt_out,20.0,19.0,3.0,15.0,0.15,0.7894736842105263,0.008531656937584195,0.0077279752704791345
Belief,R_3rOHcQaEyDFHxos,Opt_in,20.0,20.0,20.0,19.0,1.0,0.95,0.006682258603407952,0.007598784194528876
Belief,R_3rOHcQaEyDFHxos,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_3wJUs985FimHRtv,Opt_in,8.0,6.0,0.0,4.0,0.0,0.6666666666666666,0.0020046775810223854,0.00303951367781155
Belief,R_3wJUs985FimHRtv,Opt_out,12.0,14.0,0.0,12.0,0.0,0.8571428571428571,0.006286484059272564,0.00463678516228748
Belief,R_4N1AnhjSxiPf9zH,Opt_in,13.0,13.0,3.0,7.0,0.23076923076923078,0.5384615384615384,0.004343468092215168,0.004939209726443769
Belief,R_4N1AnhjSxiPf9zH,Opt_out,7.0,7.0,0.0,3.0,0.0,0.42857142857142855,0.003143242029636282,0.002704791344667697
Belief,R_4YKGyWUxVGnXxbX,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_4YKGyWUxVGnXxbX,Opt_out,20.0,20.0,0.0,8.0,0.0,0.4,0.00898069151324652,0.0077279752704791345
Belief,R_5zn8mSZ36yGR0Ix,Opt_in,0.0,1.0,0.0,1.0,,1.0,0.0003341129301703976,0.0
Belief,R_5zn8mSZ36yGR0Ix,Opt_out,20.0,19.0,6.0,17.0,0.3,0.8947368421052632,0.008531656937584195,0.0077279752704791345
Belief,R_6Vh5GTZdENjqQgh,Opt_in,20.0,20.0,17.0,16.0,0.85,0.8,0.006682258603407952,0.007598784194528876
Belief,R_6Vh5GTZdENjqQgh,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_6kTIKBArqRKbYrv,Opt_in,20.0,20.0,1.0,13.0,0.05,0.65,0.006682258603407952,0.007598784194528876
Belief,R_6kTIKBArqRKbYrv,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_82lRdbMEjU3iqfn,Opt_in,20.0,20.0,16.0,15.0,0.8,0.75,0.006682258603407952,0.007598784194528876
Belief,R_82lRdbMEjU3iqfn,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_85GqUhclHxakbOp,Opt_in,20.0,20.0,16.0,18.0,0.8,0.9,0.006682258603407952,0.007598784194528876
Belief,R_85GqUhclHxakbOp,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_8hUnymzAUeG5S81,Opt_in,3.0,9.0,0.0,6.0,0.0,0.6666666666666666,0.003007016371533578,0.0011398176291793312
Belief,R_8hUnymzAUeG5S81,Opt_out,17.0,11.0,2.0,5.0,0.11764705882352941,0.45454545454545453,0.004939380332285586,0.006568778979907265
Belief,R_8uetBoMj9VtJjBT,Opt_in,0.0,3.0,0.0,1.0,,0.3333333333333333,0.0010023387905111927,0.0
Belief,R_8uetBoMj9VtJjBT,Opt_out,20.0,17.0,0.0,10.0,0.0,0.5882352941176471,0.007633587786259542,0.0077279752704791345
Belief,R_A0XNUNZF77m6bfz,Opt_in,20.0,20.0,18.0,19.0,0.9,0.95,0.006682258603407952,0.007598784194528876
Belief,R_A0XNUNZF77m6bfz,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_AaFzU709JZZbomR,Opt_in,20.0,20.0,20.0,20.0,1.0,1.0,0.006682258603407952,0.007598784194528876
Belief,R_AaFzU709JZZbomR,Opt_out,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_AjkfYpR4mKtIZqh,Opt_in,0.0,0.0,0.0,0.0,,,0.0,0.0
Belief,R_AjkfYpR4mKtIZqh,Opt_out,20.0,20.0,6.0,15.0,0.3,0.75,0.00898069151324652,0.0077279752704791345
